id,object,sdh_knuckle_joint,sdh_finger_12_joint,sdh_finger_13_joint,sdh_finger_22_joint,sdh_finger_23_joint,sdh_thumb_2_joint,sdh_thumb_3_joint,direction,qw,qx,qy,qz,pos-x,pos-y,pos-z,eps_l1,vol_l1,
48,hotpot2,0,0.0416000162,0.9472,-0.4793999923,0.9472,-0.2143999862,0.9472,SIDE,1.9829244845640874e-16,0.187614228,0.6891954379,0.6998646653,-40.2137090218,-177.0666092791,118.7181125154,0.001942424,0.000003177,48
49,hotpot2,0,-0.2693999888,0.5170000022,-0.121399985,0.47,-0.2903999865,0.6700000062,SIDE,3.3105258593398341e-16,-0.1778546678,-0.6786068868,0.712643256,28.4354555809,177.0004592673,63.9016525972,0.010830574,0.000213472,49
50,hotpot2,0,-0.073399986,0.9472,-0.6703999948,0.9472,-0.5043999902,0.9472,TOP,0.0435063432,0.8516835637,0.5222473604,-6.1104507000881751e-17,-11.216697299,14.3402813784,281.2920886644,0.003100936,0.000047016,50
51,hotpot2,0,-0.073399986,0.47,-0.6303999929,0.844000008,-0.3943999882,0.6510000053,TOP,0.0435063432,0.8516835637,0.5222473604,-6.1104507000881738e-17,-11.216697299,14.3402813784,281.2920886644,0.013930703,0.000099584,51
52,hotpot2,0,1.0326000307,1.5707963268,-0.4973999899,0.9472,-0.2173999863,0.9472,SIDE,2.3795093814769053e-16,0.187614228,0.6891954379,0.6998646653,-53.3441659143,-225.3009627301,119.7370575364,0.000385806,0.000000089,52
53,hotpot2,0,1.0326000307,1.5707963268,-0.3223999881,0.47,-0.0473999848,0.47,SIDE,2.3795093814769053e-16,0.187614228,0.6891954379,0.6998646653,-53.3441659143,-225.3009627301,119.7370575364,0.000881594,0.000000357,53
54,hotpot2,0,1.0326000307,1.5707963268,-0.3163999878,0.47,-0.051399985,0.47,SIDE,0.7027303091,0.6959631843,-0.1476663765,-1.9748383736541025e-16,33.5761254757,230.9357256675,118.1889138722,0.001432643,0.000000783,54
55,hotpot2,0,1.0326000307,1.5707963268,-0.4913999896,0.9472,-0.2233999866,0.9472,SIDE,0.7027303091,0.6959631843,-0.1476663765,-2.1723222110195127e-16,33.5761254757,230.9357256675,118.1889138722,0.000480847,0.000000108,55
56,hotpot2,0,-0.3343999886,0.9472,-0.6293999929,0.9472,-0.5393999919,0.9472,TOP,1.1406174640164592e-16,-0.5222473604,0.8516835637,-0.0435063432,-13.1843422076,17.5491263718,324.4281719283,0.00431959,0.000016166,56
57,hotpot2,0,-0.5043999902,0.9472,-0.4223999896,0.9472,-0.2903999865,0.9472,TOP,0.0307636303,0.2329465733,0.9715158733,-0.0307636303,-12.7617302254,16.8599286728,315.1633774655,0.007143648,0.000007638,57
