id,object,sdh_knuckle_joint,sdh_finger_12_joint,sdh_finger_13_joint,sdh_finger_22_joint,sdh_finger_23_joint,sdh_thumb_2_joint,sdh_thumb_3_joint,direction,qw,qx,qy,qz,pos-x,pos-y,pos-z,eps_l1,vol_l1,
10,hotpot,0,-0.6383999933,0.8190000068,-0.5033999901,0.6540000055,-0.4093999889,0.6900000039,SIDE,0.5048916447,-0.4295487461,0.5528623056,-0.5048916447,-172.0682654803,16.9785278454,62.7862293542,0.020635922,0.00017956,10
11,hotpot,0,-0.5593999928,0.47,-0.4923999896,0.47,-0.3373999888,0.47,SIDE,0.5048916447,0.5528623056,0.4295487461,0.5048916447,-219.8837387846,22.9803905087,61.8385069012,0.010840118,0.000081152,11
12,hotpot,0,-0.7053999932,0.9472,-0.6333999931,0.9472,-0.542399992,0.9472,SIDE,0.5048916447,-0.4295487461,0.5528623056,-0.5048916447,-221.6693786466,23.2045264312,61.8031147808,0.012072565,0.000046481,12
13,hotpot,0,-0.7333999945,0.9472,-0.6623999944,0.9472,-0.5113999905,0.9472,SIDE,0.5048916447,0.5528623056,0.4295487461,0.5048916447,-219.8837387846,22.9803905087,61.8385069012,0.010481655,0.000082662,13
14,hotpot,0,1.0326000307,1.5707963268,-0.43139999,0.9220000084,-0.0833999865,0.47,SIDE,0.7088136056,0.7033514658,-0.0536655196,-1.9578895915161871e-16,10.3981463321,175.1097818562,115.2257138837,0.005869705,0.000016663,14
15,hotpot,0,-0.6593999943,0.8670000091,-0.5543999926,0.9840000081,-0.452399991,0.9870000083,SIDE,0.4740175037,-0.4507185789,0.5894638029,-0.4740175037,-163.4470652115,17.3238738234,131.0804487625,0.012050903,0.000165564,15
16,hotpot,0,-0.6893999925,0.9472,-0.5543999926,0.9842000018,-0.452399991,0.9862000019,SIDE,0.4740175037,-0.4507185789,0.5894638029,-0.4740175037,-163.4470652115,17.3238738234,131.0804487625,0.016527479,0.000137196,16
17,hotpot,0,-0.0393999844,0.47,-0.3873999879,0.8480000082,-0.0873999834,0.47,SIDE,2.9099084627869602e-16,0.0720840966,0.7153723898,0.695015271,-12.590760227,-179.0144305353,120.2804478821,0.008286398,0.000048896,17
18,hotpot,0,-0.7093999934,0.9472,-0.6043999917,0.9472,-0.5353999917,0.9472,SIDE,0.4740175037,-0.4507185789,0.5894638029,-0.4740175037,-212.7535308166,23.9006402986,136.1419299947,0.011035999,0.000059002,18
19,hotpot,0,-0.5363999917,0.47,-0.43239999,0.47,-0.3603999899,0.47,SIDE,0.4740175037,-0.4507185789,0.5894638029,-0.4740175037,-212.7535308166,23.9006402986,136.1419299947,0.007360594,0.000036141,19
20,hotpot,0,-0.4473999907,0.9472,-0.3913999881,0.9472,-0.3103999875,0.9472,SIDE,-1.1711888032574855e-16,-0.0539154851,-0.7011635775,0.7109590411,10.4054662734,173.857245722,64.4417512832,0.008246577,0.000011469,20
21,hotpot,0,-0.6493999938,0.9472,-0.1793999878,0.9472,-0.521399991,0.9472,TOP,0.0179143395,0.6818977212,0.731008653,-0.0179143395,0.13418568,7.6401626733,329.9028700741,0.004167731,0.00001487,21
22,hotpot,0,-0.3043999872,0.5670000046,-0.2123999861,0.47,-0.1323999856,0.47,SIDE,-9.7599066938123793e-17,-0.0539154851,-0.7011635775,0.7109590411,10.4054662734,173.857245722,64.4417512832,0.008988802,0.000070788,22
23,hotpot,0,-0.4903999895,0.9472,-0.4333999901,0.9472,-0.2773999892,0.9472,SIDE,0.7109590411,0.7011635775,-0.0539154851,-8.7839160244311422e-17,11.0494388749,182.2320221422,64.3499769454,0.006117228,0.000005536,23
24,hotpot,0,-0.2683999888,0.4970000013,1.0986000338,1.5707963268,-0.1403999859,0.47,SIDE,0,-0.0536655196,-0.7033514658,0.7088136056,10.2992453148,173.8135645452,115.2319973757,0.000002472,0.000039991,24
25,hotpot,0,-0.4463999907,0.9472,-0.4813999924,0.9472,-0.2683999888,0.9472,SIDE,0.5932451103,-0.8049488834,-0.0108413149,1.3743392393873133e-16,2.3941079965,-191.6677130379,109.7997923967,0.007785867,0.000005679,25
