id;object;sdh_knuckle_joint;sdh_finger_12_joint;sdh_finger_13_joint;sdh_finger_22_joint;sdh_finger_23_joint;sdh_thumb_2_joint;sdh_thumb_3_joint;direction;qw;qx;qy;qz;pos-x;pos-y;pos-z;eps_l1;vol_l1;
78;yellowsaltcube;0;-0.0643999856;0.9472;-0.2173999863;0.9472;-0.50139999;0.9472;SIDE;2.5827140298836515e-16;0.1619285773;0.6985335558;0.6970150696;-62.2771262585;-161.8663977784;136.3759853611;0.007702597;0.00000651;78
79;yellowsaltcube;0;0.127600017;0.9472;-0.0113999831;0.9472;-0.9854;1.5707963268;SIDE;2.582714029883652e-16;0.1619285773;0.6985335558;0.6970150696;-56.6541093284;-137.6096169418;135.6700363206;0.006557039;0.000022635;79
80;yellowsaltcube;0;-0.5723999934;0.9472;-0.8783999982;0.9472;-0.7783999967;0.9472;SIDE;7.6584339342561731e-17;0.6750168185;-0.1377092471;0.7248368493;-186.8575793831;31.8026408642;64.1881948576;0.004977598;0.000040606;80
81;yellowsaltcube;0;0.2876000213;0.9472;-0.320399988;1.5707963268;-0.9854;1.5707963268;SIDE;0.5023997995;0.6160264619;0.3401474402;0.5023997995;-132.8764441511;50.9218013192;131.3220279677;0.005850377;0.000011175;81
82;yellowsaltcube;0;0.0526000167;0.9472;-0.253399988;0.9472;-0.5253999912;1.1472000062;SIDE;0.5023997995;0.6160264619;0.3401474402;0.5023997995;-156.8090543044;57.8269312982;131.0823381106;0.010973085;0.000038564;82
83;yellowsaltcube;0;-0.3303999884;1.3622000067;-0.4793999923;1.1842000047;-0.253399988;0.9472;SIDE;-1.1553990750990764e-16;0.3067053694;0.7206750346;-0.6217389411;68.8544447775;147.8776021344;59.6647780816;0.011379172;0.000063263;83
84;yellowsaltcube;0;-0.2283999869;0.9472;-0.3953999883;0.9932000022;-0.8503999968;1.5707963268;TOP;0.0013593138;0.3741902201;0.9273499791;0.0013593138;-2.5483531242;19.3030774292;250.525613029;0.005942924;0.000120174;84
85;yellowsaltcube;0;-0.5023999901;0.9472;-0.9854;1.1172000048;-0.8243999956;1.1282000053;SIDE;0.6860739399;-0.1680098316;-0.7078666862;-8.0911324572297922e-17;161.8771746661;-33.2715527301;80.7353933166;0.013841706;0.000227277;85
86;yellowsaltcube;0;0.2456000194;0.9472;-0.1253999852;1.5707963268;-0.9854;1.5707963268;SIDE;0.5023997995;0.6160264619;0.3401474402;0.5023997995;-134.307003866;55.3421467402;131.2970101569;0.006975383;0.000015341;86
87;yellowsaltcube;0;0.0306000157;0.9472;-0.2353999872;0.9472;-0.563399993;1.0982000039;SIDE;0.5023997995;0.6160264619;0.3401474402;0.5023997995;-158.2396140192;62.2472767191;131.0573202998;0.013535383;0.000049456;87
88;yellowsaltcube;0;-0.9854;1.5707963268;-0.7833999969;1.5707963268;-0.3593999898;1.5707963268;SIDE;-0.4853206988;0.601233856;0.4092010376;-0.4853206988;139.7742461631;-28.1724905749;99.379252263;0.000001925;0.000011796;88
89;yellowsaltcube;0;-0.6013999915;0.9642000008;-0.4553999911;0.9472;-0.3133999876;0.9472;SIDE;-0.4853206988;0.601233856;0.4092010376;-0.4853206988;164.2052252979;-32.8155901046;100.8204272245;0.012510543;0.000057677;89
90;yellowsaltcube;0;-0.1293999854;0.9472;-0.2413999875;0.9472;-0.4223999896;1.0532000018;SIDE;1.5417638777631856e-16;0.1851367929;0.7200992582;0.6687162525;-54.6391535431;-151.5390554893;146.0095562823;0.007441132;0.000030119;90
91;yellowsaltcube;0;-0.2673999887;0.9472;-0.9854;1.5707963268;-0.7943999942;1.5707963268;SIDE;0.5003438581;-0.0243107586;0.7062018368;0.5003438581;-111.407550581;-113.3006814599;49.1432297355;0.000277673;0.000034838;91
